Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
W_I11,2014,Single year,1804,1720.753428,1887.246572,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2015,Single year,1846,1761.789947,1930.210053,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I11,2016,Single year,1894,1808.702151,1979.297849,Injuries,Number,All,Validated,Whole pop,All ages,Fatal
W_I12,2000,Single year,41.26229894,39.22643556,43.29816232,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2001,Single year,41.90725372,39.86529634,43.9492111,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2002,Single year,42.22340128,40.19494115,44.25186142,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2003,Single year,43.92084813,41.87414481,45.96755144,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2004,Single year,41.03885726,39.07800266,42.99971186,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2005,Single year,40.21128708,38.28653457,42.13603958,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2006,Single year,39.92985166,38.02913603,41.83056728,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2007,Single year,41.54325691,39.61536869,43.47114513,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2008,Single year,42.59396388,40.65635746,44.5315703,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2009,Single year,42.31500555,40.39094467,44.23906644,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2010,Single year,41.48374962,39.60233968,43.36515956,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2011,Single year,42.71984758,40.81288905,44.62680611,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2012,Single year,39.6869715,37.85883384,41.51510917,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2013,Single year,36.23146633,34.49550179,37.96743086,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2014,Single year,37.05214437,35.31869986,38.78558888,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2015,Single year,37.17333562,35.45247862,38.89419261,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_I12,2016,Single year,37.29861194,35.58966783,39.00755606,"Per 100,000 people",Age-standardised rate,All,Validated,Whole pop,All ages,Fatal
W_D11,2000,Single year,111,90.35049809,131.6495019,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2001,Single year,93,74.09879183,111.9012082,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2002,Single year,120,98.52967028,141.4703297,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2003,Single year,108,87.63145679,128.3685432,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2004,Single year,101,81.30260573,120.6973943,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2005,Single year,100,80.40036015,119.5996398,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2006,Single year,76,58.91343012,93.08656988,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2007,Single year,80,62.46954919,97.53045081,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2008,Single year,104,84.01221079,123.9877892,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2009,Single year,105,84.91634555,125.0836545,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2010,Single year,73,56.25406038,89.74593962,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2011,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2012,Single year,77,59.80138584,94.19861416,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2013,Single year,99,79.49860458,118.5013954,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2014,Single year,74,57.13975229,90.86024771,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2015,Single year,90,71.40614903,108.593851,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D11,2016,Single year,98,78.59734646,117.4026535,Injuries,Number,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2000,Single year,2.888350308,2.350103948,3.426596668,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2001,Single year,2.389646007,1.903703178,2.875588836,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2002,Single year,3.034494572,2.491486066,3.577503078,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2003,Single year,2.68143109,2.175719562,3.187142618,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2004,Single year,2.467917235,1.986558382,2.949276089,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2005,Single year,2.404111671,1.932721823,2.875501519,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2006,Single year,1.799636615,1.394641439,2.20463179,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2007,Single year,1.877563229,1.465457081,2.289669377,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2008,Single year,2.424125773,1.956779835,2.89147171,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2009,Single year,2.412165086,1.948741205,2.875588967,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2010,Single year,1.65726939,1.275997884,2.038540895,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2011,Single year,2.242357825,1.79824508,2.68647057,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2012,Single year,1.737326362,1.346770201,2.127882522,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2013,Single year,2.234140842,1.79091228,2.677369403,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2014,Single year,1.630519911,1.25540352,2.005636301,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2015,Single year,1.90222648,1.504063077,2.300389883,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_D12,2016,Single year,2.080594658,1.66329586,2.497893456,"Per 100,000 people",Age-standardised rate,Drowing,Validated,Whole pop,All ages,Fatal
W_M11,2000,Single year,441,399.8407563,482.1592437,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2001,Single year,440,398.8874486,481.1125514,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2002,Single year,422,381.7371682,462.2628318,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2003,Single year,465,422.7356137,507.2643863,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2004,Single year,437,396.0278448,477.9721552,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2005,Single year,405,365.5564857,444.4435143,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2006,Single year,391,352.2442211,429.7557789,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2007,Single year,427,386.4993467,467.5006533,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2008,Single year,365,327.5549407,402.4450593,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2009,Single year,394,355.0958257,432.9041743,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2010,Single year,384,345.5927066,422.4072934,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2011,Single year,291,257.565519,324.434481,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2012,Single year,319,283.9939239,354.0060761,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2013,Single year,254,222.7633142,285.2366858,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2014,Single year,288,254.7383082,321.2616918,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2015,Single year,320,284.9390984,355.0609016,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M11,2016,Single year,325,289.6662468,360.3337532,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2000,Single year,11.47574882,10.40310721,12.54839044,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2001,Single year,11.38469016,10.32024178,12.44913853,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2002,Single year,10.71027889,9.688232108,11.73232568,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2003,Single year,11.54505053,10.49570757,12.59439348,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2004,Single year,10.65735199,9.658043314,11.65666067,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2005,Single year,9.732798532,8.784609514,10.68098755,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2006,Single year,9.261702925,8.342809381,10.18059647,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2007,Single year,10.06639836,9.110050908,11.02274582,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2008,Single year,8.491747299,7.61826508,9.365229517,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2009,Single year,9.10811014,8.205088723,10.01113156,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2010,Single year,8.638916546,7.771099027,9.506734065,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2011,Single year,6.504303953,5.752899984,7.255707921,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2012,Single year,7.160245595,6.368868309,7.951622881,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2013,Single year,5.525410087,4.840283439,6.210536735,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2014,Single year,6.183303748,5.460918509,6.905688987,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2015,Single year,6.699831675,5.956890031,7.44277332,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_M12,2016,Single year,6.79888081,6.049805445,7.547956175,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Fatal
W_S11,2000,Single year,459,417.0091724,500.9908276,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2001,Single year,508,463.8246553,552.1753447,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2002,Single year,470,427.5089934,512.4910066,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2003,Single year,522,477.220077,566.779923,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2004,Single year,493,449.4817372,536.5182628,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2005,Single year,515,470.5213389,559.4786611,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2006,Single year,524,479.1343737,568.8656263,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2007,Single year,495,451.3935542,538.6064458,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2008,Single year,518,473.3919775,562.6080225,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2009,Single year,512,467.6510776,556.3489224,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2010,Single year,534,488.7082898,579.2917102,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2011,Single year,494,450.4376234,537.5623766,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2012,Single year,550,504.0347702,595.9652298,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2013,Single year,513,468.6077893,557.3922107,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2014,Single year,510,465.7377814,554.2622186,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2015,Single year,530,484.8782406,575.1217594,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2016,Single year,555,508.82631,601.17369,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2000,Single year,11.88298653,10.79389905,12.97207401,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2001,Single year,13.13559656,11.99249494,14.27869818,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2002,Single year,11.93101463,10.85215872,13.00987054,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2003,Single year,12.96025027,11.8484514,14.07204913,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2004,Single year,12.02874364,10.96682656,13.09066071,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2005,Single year,12.38949943,11.31900373,13.45999513,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2006,Single year,12.43215097,11.36664047,13.49766146,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2007,Single year,11.68352514,10.65237686,12.71467342,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2008,Single year,12.05386252,11.01294475,13.09478029,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2009,Single year,11.86517761,10.83328425,12.89707096,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2010,Single year,12.23713375,11.19407122,13.28019628,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2011,Single year,11.18511012,10.19307522,12.17714502,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2012,Single year,12.52969188,11.47593065,13.58345311,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2013,Single year,11.46348793,10.46261577,12.46436009,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2014,Single year,11.23427046,10.24824046,12.22030047,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2015,Single year,11.41473886,10.4309945,12.39848322,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2016,Single year,11.60204781,10.62370563,12.58038999,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_D13,2000,Single year,100,80.40036015,119.5996398,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2001,Single year,91,72.30313522,109.6968648,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2002,Single year,112,91.25769087,132.7423091,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2003,Single year,96,76.79635329,115.2036467,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2004,Single year,89,70.50973675,107.4902632,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2005,Single year,83,65.1438783,100.8561217,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2006,Single year,70,53.60176481,86.39823519,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2007,Single year,88,69.61390808,106.3860919,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2008,Single year,96,76.79635329,115.2036467,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2009,Single year,88,69.61390808,106.3860919,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2010,Single year,65,49.19826518,80.80173482,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2011,Single year,90,71.40614903,108.593851,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2012,Single year,75,58.02621399,91.97378601,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2013,Single year,77,59.80138584,94.19861416,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2014,Single year,71,54.48504992,87.51495008,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2015,Single year,85,66.93002491,103.0699751,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2016,Single year,84,66.03663336,101.9633666,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2017,Single year,91,72.30313522,109.6968648,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2018,Single year,66,50.07717732,81.92282268,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2000,Single year,2.599735122,2.089174512,3.110295732,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2001,Single year,2.336134323,1.855890411,2.816378236,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2002,Single year,2.832159835,2.307561242,3.356758427,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2003,Single year,2.383494302,1.906704901,2.860283703,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2004,Single year,2.17442713,1.722626674,2.626227586,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2005,Single year,1.995488162,1.56598811,2.424988214,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2006,Single year,1.649039938,1.262345005,2.035734871,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2007,Single year,2.053115224,1.623537875,2.482692573,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2008,Single year,2.213370655,1.769296158,2.657445151,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2009,Single year,2.001855799,1.581808355,2.421903242,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2010,Single year,1.467680749,1.109706712,1.825654786,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2011,Single year,2.047645233,1.622316157,2.472974309,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2012,Single year,1.707552721,1.318612601,2.096492841,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2013,Single year,1.744951172,1.352189864,2.137712479,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2014,Single year,1.565861861,1.198093077,1.933630645,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2015,Single year,1.790947132,1.404709706,2.177184558,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2016,Single year,1.78683548,1.3995971,2.174073861,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2017,Single year,1.850983543,1.464766376,2.23720071,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2018,Single year,1.305017983,0.98463442,1.625401547,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_S13,2009,Single year,529,483.9208284,574.0791716,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2010,Single year,578,530.87927,625.12073,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2011,Single year,534,488.7082898,579.2917102,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2012,Single year,566,519.370978,612.629022,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2013,Single year,534,488.7082898,579.2917102,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2014,Single year,527,482.0061249,571.9938751,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2015,Single year,553,506.909581,599.090419,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2016,Single year,605,556.7912603,653.2087397,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2017,Single year,645,595.2230883,694.7769117,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2018,Single year,658,607.7239629,708.2760371,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2009,Single year,12.26658162,11.21691053,13.31625271,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2010,Single year,13.24565093,12.16046311,14.33083876,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2011,Single year,12.09463599,11.06277661,13.12649537,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2012,Single year,12.84427146,11.77938402,13.9091589,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2013,Single year,11.95043522,10.92789676,12.97297368,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2014,Single year,11.63461452,10.63001843,12.63921061,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2015,Single year,11.92848236,10.9221236,12.93484113,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2016,Single year,12.70312725,11.67672387,13.72953064,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2017,Single year,13.30827517,12.26595419,14.35059615,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2018,Single year,13.15268394,12.13091297,14.17445491,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_F11A,2000,Single year,252,220.8865363,283.1134637,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2001,Single year,290,256.623016,323.376984,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2002,Single year,305,270.7707006,339.2292994,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2003,Single year,337,301.019844,372.980156,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2004,Single year,356,319.0194735,392.9805265,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2005,Single year,330,294.3954861,365.6045139,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2006,Single year,382,343.6928562,420.3071438,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2007,Single year,422,381.7371682,462.2628318,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2008,Single year,475,432.2835753,517.7164247,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2009,Single year,454,412.2385069,495.7614931,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2010,Single year,526,481.0488338,570.9511662,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2011,Single year,493,449.4817372,536.5182628,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2012,Single year,517,472.4350563,561.5649437,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2013,Single year,478,435.1488936,520.8511064,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2014,Single year,543,497.3282129,588.6717871,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2015,Single year,545,499.2441801,590.7558199,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2016,Single year,544,498.2861772,589.7138228,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2000,Single year,6.743820944,5.91055846,7.577083427,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2001,Single year,7.555730352,6.685847797,8.425612908,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2002,Single year,7.741054467,6.872225918,8.609883016,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2003,Single year,8.367058123,7.473740449,9.260375796,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2004,Single year,8.660680614,7.760952976,9.560408251,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2005,Single year,7.775892887,6.936702737,8.615083037,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2006,Single year,8.694910823,7.822365217,9.567456428,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
